page,main_sku_id,drug_name,url,sku_id,price
1,3597603,拜耳爱乐维叶酸 孕妇复合维生素片100片 含钙铁锌维生素b维生素d 备孕孕期哺乳期适用18种营养+叶酸 不含碘,//item.jd.com/3597603.html,3597603,245.00
1,3597603,拜耳爱乐维叶酸 孕妇复合维生素片100片 含钙铁锌维生素b维生素d 备孕孕期哺乳期适用18种营养+叶酸 不含碘,//item.jd.com/2930900.html,2930900,245.00
1,3597603,拜耳爱乐维叶酸 孕妇复合维生素片100片 含钙铁锌维生素b维生素d 备孕孕期哺乳期适用18种营养+叶酸 不含碘,//item.jd.com/100007304677.html,100007304677,245.00
1,3597603,拜耳爱乐维叶酸 孕妇复合维生素片100片 含钙铁锌维生素b维生素d 备孕孕期哺乳期适用18种营养+叶酸 不含碘,//item.jd.com/100009739913.html,100009739913,245.00
1,100018478182,海露玻璃酸钠滴眼液 眼药水疲劳 眼干眼涩 人工泪液缓解干眼症状 不含防腐剂隐形眼镜直接滴用10ml,//item.jd.com/100018478182.html,100018478182,78.80
1,100018478182,海露玻璃酸钠滴眼液 眼药水疲劳 眼干眼涩 人工泪液缓解干眼症状 不含防腐剂隐形眼镜直接滴用10ml,//item.jd.com/100014587637.html,100014587637,78.80
1,100018478182,海露玻璃酸钠滴眼液 眼药水疲劳 眼干眼涩 人工泪液缓解干眼症状 不含防腐剂隐形眼镜直接滴用10ml,//item.jd.com/100027021126.html,100027021126,78.80
1,100018478182,海露玻璃酸钠滴眼液 眼药水疲劳 眼干眼涩 人工泪液缓解干眼症状 不含防腐剂隐形眼镜直接滴用10ml,//item.jd.com/100034426814.html,100034426814,78.80
1,2931112,辅舒良 丙酸氟替卡松鼻喷雾剂50μg*120喷 预防和治疗季节性过敏性鼻炎,//item.jd.com/2931112.html,2931112,89.00
1,2931112,辅舒良 丙酸氟替卡松鼻喷雾剂50μg*120喷 预防和治疗季节性过敏性鼻炎,//item.jd.com/100022161428.html,100022161428,89.00
1,3083217,雅培Abbott 安素 肠内营养粉剂（TP）400g香草味 蛋白粉 肠内营养补充 肿瘤手术 原装进口,//item.jd.com/3083217.html,3083217,65.00
1,100009773041,蔓迪生发喷雾米诺地尔酊90ml*2瓶男士防脱发育发生发液药水发际线生长增发女士产后脱发护发防掉发搽剂,//item.jd.com/100009773041.html,100009773041,346.00
1,100009773041,蔓迪生发喷雾米诺地尔酊90ml*2瓶男士防脱发育发生发液药水发际线生长增发女士产后脱发护发防掉发搽剂,//item.jd.com/3157527.html,3157527,346.00
1,100009773041,蔓迪生发喷雾米诺地尔酊90ml*2瓶男士防脱发育发生发液药水发际线生长增发女士产后脱发护发防掉发搽剂,//item.jd.com/4306798.html,4306798,346.00
1,100009773041,蔓迪生发喷雾米诺地尔酊90ml*2瓶男士防脱发育发生发液药水发际线生长增发女士产后脱发护发防掉发搽剂,//item.jd.com/100017870069.html,100017870069,346.00
1,100009773041,蔓迪生发喷雾米诺地尔酊90ml*2瓶男士防脱发育发生发液药水发际线生长增发女士产后脱发护发防掉发搽剂,//item.jd.com/100017966059.html,100017966059,346.00
1,100006214111,万艾可 枸橼酸西地那非片 50mg*5片 小蓝片用于治疗勃起功能障碍 男科专科用药,//item.jd.com/100006214111.html,100006214111,169.00
1,100006214111,万艾可 枸橼酸西地那非片 50mg*5片 小蓝片用于治疗勃起功能障碍 男科专科用药,//item.jd.com/3452040.html,3452040,169.00
1,100025700074,保法止 非那雄胺片1mg*28片*3盒 男性秃发 雄激素秃发 止脱生发,//item.jd.com/100025700074.html,100025700074,405.00
1,100025700074,保法止 非那雄胺片1mg*28片*3盒 男性秃发 雄激素秃发 止脱生发,//item.jd.com/3172873.html,3172873,405.00
1,3682456,大扶康 氟康唑胶囊 0.15g*1粒 辉瑞 阴道炎 腹膜炎 肺炎 尿路感染 念珠菌病,//item.jd.com/3682456.html,3682456,32.00
1,2859459,同溢堂益安宁丸112丸*3瓶 补气活血益肝健肾养心安神,//item.jd.com/2859459.html,2859459,650.00
1,2859459,同溢堂益安宁丸112丸*3瓶 补气活血益肝健肾养心安神,//item.jd.com/100025194928.html,100025194928,650.00
1,3470532,希爱力 他达拉非片 5mg*28片 治疗勃起功能障碍合并良性前列腺增生 男科专科用药,//item.jd.com/3470532.html,3470532,489.00
1,3470532,希爱力 他达拉非片 5mg*28片 治疗勃起功能障碍合并良性前列腺增生 男科专科用药,//item.jd.com/4640893.html,4640893,489.00
1,3583910,同仁堂 安宫牛黄丸 3g*1丸/盒 双天然 北京同仁堂 清热解毒镇惊开窍 用于中风昏迷脑膜炎脑出血,//item.jd.com/3583910.html,3583910,860.00
1,3029900,东阿阿胶 复方阿胶浆 20ml*48支 补气养血头晕目眩 心悸失眠 食欲不振 无蔗糖,//item.jd.com/3029900.html,3029900,353.00
1,3029900,东阿阿胶 复方阿胶浆 20ml*48支 补气养血头晕目眩 心悸失眠 食欲不振 无蔗糖,//item.jd.com/7675380.html,7675380,353.00
1,3029900,东阿阿胶 复方阿胶浆 20ml*48支 补气养血头晕目眩 心悸失眠 食欲不振 无蔗糖,//item.jd.com/5672234.html,5672234,353.00
1,3029900,东阿阿胶 复方阿胶浆 20ml*48支 补气养血头晕目眩 心悸失眠 食欲不振 无蔗糖,//item.jd.com/100015401524.html,100015401524,353.00
1,3029900,东阿阿胶 复方阿胶浆 20ml*48支 补气养血头晕目眩 心悸失眠 食欲不振 无蔗糖,//item.jd.com/100023699506.html,100023699506,353.00
1,100036283303,雷诺考特布地奈德鼻喷雾剂64μg*120喷*2盒鼻炎喷剂鼻炎药治疗过敏性鼻炎鼻塞强生布地奈德雾化液混悬液鼻喷,//item.jd.com/100036283303.html,100036283303,180.00
1,100036283303,雷诺考特布地奈德鼻喷雾剂64μg*120喷*2盒鼻炎喷剂鼻炎药治疗过敏性鼻炎鼻塞强生布地奈德雾化液混悬液鼻喷,//item.jd.com/100035209323.html,100035209323,180.00
1,100036283303,雷诺考特布地奈德鼻喷雾剂64μg*120喷*2盒鼻炎喷剂鼻炎药治疗过敏性鼻炎鼻塞强生布地奈德雾化液混悬液鼻喷,//item.jd.com/100035489673.html,100035489673,180.00
1,100036283303,雷诺考特布地奈德鼻喷雾剂64μg*120喷*2盒鼻炎喷剂鼻炎药治疗过敏性鼻炎鼻塞强生布地奈德雾化液混悬液鼻喷,//item.jd.com/100035214701.html,100035214701,180.00
1,6254326,息斯敏氯雷他定片12片鼻炎过敏药缓解过敏性鼻炎鼻塞结膜炎皮肤过敏瘙痒慢性荨麻疹儿童鼻炎抗过敏药喷嚏流涕,//item.jd.com/6254326.html,6254326,38.90
1,6254326,息斯敏氯雷他定片12片鼻炎过敏药缓解过敏性鼻炎鼻塞结膜炎皮肤过敏瘙痒慢性荨麻疹儿童鼻炎抗过敏药喷嚏流涕,//item.jd.com/2943752.html,2943752,38.90
1,3120837,开瑞坦氯雷他定片10mg*6片*2板 过敏用药缓解过敏性鼻炎过敏性结膜炎荨麻疹皮肤过敏鼻痒鼻塞流涕眼痒,//item.jd.com/3120837.html,3120837,39.00
1,100020083188,同仁堂 加味逍遥丸 6g*10袋/盒*6盒 舒肝清热 健脾养血 肝脾不和 月经不调 脐腹胀痛,//item.jd.com/100020083188.html,100020083188,88.00
1,100020083188,同仁堂 加味逍遥丸 6g*10袋/盒*6盒 舒肝清热 健脾养血 肝脾不和 月经不调 脐腹胀痛,//item.jd.com/2943800.html,2943800,88.00
1,100010055142,楚甲 盐酸阿莫罗芬搽剂 5%*1.5ml 治疗敏感真菌引起的指（趾）甲感染,//item.jd.com/100010055142.html,100010055142,148.00
1,100010055142,楚甲 盐酸阿莫罗芬搽剂 5%*1.5ml 治疗敏感真菌引起的指（趾）甲感染,//item.jd.com/100005626079.html,100005626079,148.00
